pose_0_x,pose_0_y,pose_1_x,pose_1_y,pose_2_x,pose_2_y,pose_3_x,pose_3_y,pose_4_x,pose_4_y,pose_5_x,pose_5_y,pose_6_x,pose_6_y,pose_7_x,pose_7_y,pose_8_x,pose_8_y,pose_9_x,pose_9_y,pose_10_x,pose_10_y,pose_11_x,pose_11_y,pose_12_x,pose_12_y,pose_13_x,pose_13_y,pose_14_x,pose_14_y,pose_15_x,pose_15_y,pose_16_x,pose_16_y,pose_17_x,pose_17_y,pose_18_x,pose_18_y,pose_19_x,pose_19_y,pose_20_x,pose_20_y,pose_21_x,pose_21_y,pose_22_x,pose_22_y,pose_23_x,pose_23_y,pose_24_x,pose_24_y,pose_25_x,pose_25_y,pose_26_x,pose_26_y,pose_27_x,pose_27_y,pose_28_x,pose_28_y,pose_29_x,pose_29_y,pose_30_x,pose_30_y,pose_31_x,pose_31_y,pose_32_x,pose_32_y
0.4974291,0.36950332,0.51017153,0.30472022,0.5253906,0.29941905,0.53888524,0.2936703,0.4702711,0.31221855,0.45775324,0.31438613,0.44628918,0.3157559,0.5637246,0.30098736,0.42539352,0.33490545,0.5282329,0.4180519,0.47618994,0.43144637,0.6628343,0.5543956,0.3415479,0.5878828,0.7274024,0.89474225,0.2242499,0.98839426,0.79615396,1.1584767,0.31377837,0.7577321,0.84370506,1.2259305,0.2703632,0.6587792,0.8092575,1.2110617,0.3369607,0.59509134,0.78260744,1.1973337,0.3694896,0.6495702,0.61390215,1.2345276,0.4155909,1.247553,0.63540536,1.7993478,0.43149596,1.8116901,0.62964875,2.2752948,0.43364713,2.2909522,0.63963777,2.354824,0.4344457,2.3703537,0.5889921,2.4231963,0.45320323,2.4369855
